client_id,client_segment,industry,agreed_terms
CLI-4124,Enterprise,Logistics,Net-30
CLI-0767,Mid-Market,Textiles,Net-60
CLI-3550,Enterprise,,Net-15
CLI-3552,Enterprise,IT Services,Net-30
CLI-0045,Mid-Market,FMCG,NET-30
CLI-0712,Mid-Market,Construction,Net-15
CLI-3919,mid-market,Pharma,
CLI-2959,Mid-Market,Textiles,Net-15
CLI-1490,Mid-Market,Textiles,Net-60
CLI-4062,Mid-Market,Textiles,Net-15
CLI-1294,SMB,Retail,Net-15
CLI-3170,SMB,IT Services,Net-15
CLI-3199,SMB,Textiles,NET-30
CLI-3789,Enterprise ,Textiles,Net-15
CLI-3804,Mid-Market,Textiles,Net-15
CLI-4562,SMB,Retail,Net-30
CLI-3493,Enterprise,Retail,Net-60
CLI-0205,Enterprise,Textiles,Net-60
CLI-2079,Mid-Market,Pharma,Net-30
CLI-3922,Mid-Market,Retail,Net-30
CLI-4342,smb,Textiles,Net-30
CLI-0884,SMB,Construction,Net-30
CLI-3969,Enterprise,Textiles,Net-60
CLI-0180,Mid-Market,Construction,NET-30
CLI-0310,Mid-Market,Construction,Net-30
CLI-4167,Mid-Market,Pharma,Net-15
CLI-0126,Enterprise,Retail,Net-15
CLI-4741,Enterprise,IT Services,15 days
CLI-2627,SMB,FMCG,Net-15
CLI-0519,Enterprise,Retail,Net-60
CLI-0515,Enterprise,FMCG,30 days
CLI-4832,SMB,Textiles,
CLI-4705,enterprise,Textiles,Net-30
CLI-1467,Smb,Textiles,Net-60
CLI-1797,enterprise,Logistics,
CLI-4401,Enterprise,Construction,Net-15
CLI-0842,SMB,Retail,Net-15
CLI-0753,SMB,Logistics,Net-60
CLI-0075,SMB,Construction,Net-15
CLI-2875,Enterprise,Manufacturing,Net-30
CLI-4967,enterprise,Textiles,
CLI-3368,Enterprise,Retail,Net-15
CLI-3815,SMB,Retail,
CLI-1629,Mid-Market,Textiles,Net-60
CLI-0541,SMB,Retail,Net-30
CLI-1233,Enterprise,Logistics,Net-30
CLI-3681,Enterprise,Manufacturing,Net-15
CLI-1309,Mid-Market,Logistics,Net-60
CLI-0535,Mid-Market,Pharma,
CLI-0870,SMB,IT Services,Net-15
CLI-2651,Mid-Market,FMCG,Net-15
CLI-0981,Enterprise,Manufacturing,net15
CLI-2236,Mid-Market,Logistics,Net-30
CLI-3485,SMB,Retail,Net-30
CLI-1866,SMB,Manufacturing,Net-30
CLI-4938,enterprise,IT Services,Net-30
CLI-0691,Mid-Market,Pharma,Net-15
CLI-1988,Mid-Market,IT Services,
CLI-4110,SMB,FMCG,Net-30
CLI-4376,SMB,Construction,Net-15
CLI-4812,SMB,Logistics,Net-15
CLI-0790,SMB,Construction,Net-15
CLI-2398,Mid-Market,Textiles,Net-15
CLI-3110,smb,Retail,Net-30
CLI-1557,Mid-Market,Retail,net60
CLI-1335,SMB,Logistics,Net-60
CLI-0818,enterprise,Construction,Net-15
CLI-4451,Enterprise,Pharma,Net-15
CLI-4064,Enterprise,Retail,Net-30
CLI-2540,SMB,IT Services,Net-60
CLI-4698,Mid-Market,Textiles,Net-30
CLI-1197,SMB,Pharma,Net-15
CLI-0672,Enterprise,IT Services,Net-15
CLI-1596,Enterprise,Textiles,Net-30
CLI-4074,SMB,Textiles,Net-15
CLI-0106,Enterprise,FMCG,Net-30
CLI-3923,Mid Market,,Net-15
CLI-1027,Mid-Market,Retail,Net-60
CLI-1016,Mid-Market,IT Services,net15
CLI-2249,mid-market,Pharma,Net-15
CLI-1067,Mid-Market,Manufacturing,Net-30
CLI-3307,Mid-Market,Construction,Net-60
CLI-4084,SMB,Logistics,Net-30
CLI-4212,SMB,Pharma,NET-30
CLI-2212,SMB,Manufacturing,Net-15
CLI-3859,mid-market,FMCG,Net-60
CLI-4319,Mid-Market,Construction,Net-60
CLI-2965,SMB,Manufacturing,Net-60
CLI-3154,Enterprise,Pharma,Net-60
CLI-3175,Enterprise,Construction,NET-30
CLI-4975,SMB,FMCG,Net-30
CLI-1878,Enterprise,FMCG,Net-30
CLI-3089,Enterprise,Construction,Net-15
CLI-0426,Mid-Market,IT Services,Net-30
CLI-4090,Mid-Market,IT Services,Net-60
CLI-0464,Mid-Market,Retail,Net-60
CLI-0108,Enterprise,Textiles,Net-15
CLI-3512,Enterprise,Manufacturing,Net-15
CLI-2628,SMB,IT Services,Net-30
CLI-1005,enterprise,Manufacturing,Net-30
CLI-1825,Mid-Market,Pharma,Net-60
CLI-3239,Mid-Market,Pharma,net15
CLI-4013,Enterprise,FMCG,Net-60
CLI-4406,Mid-Market,Manufacturing,Net-60
CLI-1323,SMB,Manufacturing,Net-60
CLI-1291,Enterprise,FMCG,Net-30
CLI-1332,Enterprise,Logistics,Net-60
CLI-2781,SMB,Pharma,Net-15
CLI-1530,SMB,Manufacturing,Net-30
CLI-3925,Mid-Market,Manufacturing,Net-15
CLI-2850,Enterprise,Manufacturing,Net-15
CLI-0285, SMB,FMCG,Net-60
CLI-3578,smb,Retail,Net-30
CLI-3406,Mid-Market,Pharma,Net-30
CLI-3736,Mid-Market,Logistics,Net-30
CLI-3980,Mid-Market,Logistics,Net-15
CLI-0131,SMB,Pharma,Net-60
CLI-0210,SMB,Logistics,Net-30
CLI-4220,SMB,Logistics,Net-15
CLI-3119,Enterprise,Textiles,Net-60
CLI-4118,Smb,Manufacturing,60 days
CLI-3895,SMB,IT Services,Net-15
CLI-2639,Enterprise,FMCG,Net-60
CLI-4697,SMB,IT Services,Net-60
CLI-4415,Enterprise,Retail,Net-15
CLI-1158,Mid-Market,Textiles,Net-30
CLI-1138,SMB,Retail,Net-60
CLI-4546,SMB,Manufacturing,Net-60
CLI-1584,Enterprise,Manufacturing,Net-30
CLI-0776,Mid-Market,Logistics,Net-60
CLI-4883,SMB,Manufacturing,Net-15
CLI-4108,SMB,Pharma,Net-30
CLI-2512,SMB,Logistics,Net-30
CLI-0572,Enterprise,IT Services,
CLI-1511,Mid-Market,Retail,Net-15
CLI-2002,Enterprise,FMCG,Net-60
CLI-2707,SMB,Construction,Net-60
CLI-4121,Enterprise,Construction,Net-15
CLI-0637,Mid-Market,Construction,Net-30
CLI-0827,Mid-Market,IT Services,Net-60
CLI-0896,SMB,Retail,Net-60
CLI-0677,Mid-Market,IT Services,Net-30
CLI-4154,Enterprise,FMCG,Net-30
CLI-0552,Enterprise,Logistics,Net-60
CLI-0511,Enterprise ,Construction,Net-60
CLI-2596,Enterprise,Retail,Net-15
CLI-4666,Enterprise,FMCG,Net-60
CLI-4991,SMB,FMCG,Net-15
CLI-1896,Enterprise,Logistics,Net-15
CLI-4502,mid-market,Textiles,net15
CLI-3675,SMB,Pharma,
CLI-3504,SMB,Textiles,Net-15
CLI-2691,SMB,Pharma,Net-60
CLI-1560,Enterprise,Pharma,Net-60
CLI-4635,SMB,IT Services,Net-60
CLI-0914,Mid-Market,Manufacturing,Net-30
CLI-2687,SMB,IT Services,net60
CLI-0795,Enterprise,Pharma,net15
CLI-0638,enterprise,Logistics,Net-60
CLI-4500,SMB,Logistics,Net-60
CLI-4616,Mid-Market,Logistics,Net-60
CLI-4861,Mid-Market,Logistics,Net-30
CLI-4430,Mid-Market,Logistics,Net-60
CLI-3081,SMB,Retail,Net-30
CLI-4485,Mid Market,Construction,Net-30
CLI-0972,Enterprise ,Textiles,Net-30
CLI-2219,Mid-Market,Manufacturing,Net-15
CLI-3632,SMB,FMCG,Net-60
CLI-1968,Mid-Market,Manufacturing,Net-60
CLI-2988,SMB,Manufacturing,Net-30
CLI-1062,SMB,Pharma,Net-30
CLI-1888,Mid-Market,Construction,NET-15
CLI-4268,SMB,Textiles,Net-30
CLI-1217,Mid-Market,Construction,Net-60
CLI-4873,Enterprise,Logistics,Net-15
CLI-3725,SMB,Logistics,Net-60
CLI-0833,SMB,Manufacturing,Net-30
CLI-2782,Enterprise,Manufacturing,Net-15
CLI-3490,Enterprise,IT Services,Net-30
CLI-1014,Enterprise,Pharma,Net-15
CLI-4628,Mid-Market,IT Services,Net-15
CLI-4453,Mid-Market,Manufacturing,Net-30
CLI-4472,SMB,Textiles,Net-15
CLI-3179,SMB,IT Services,15 days
CLI-1328,SMB,FMCG,Net-60
CLI-0725,Mid-Market,Pharma,Net-60
CLI-0528,Mid-Market,Retail,net15
CLI-1608,SMB,Logistics,Net-15
CLI-2014,Mid-Market,Pharma,Net-60
CLI-2614,Mid-Market,Manufacturing,Net-15
CLI-4910,Enterprise,FMCG,Net-30
CLI-4081,Enterprise,Manufacturing,Net-15
CLI-2957,Mid-Market,Logistics,Net-30
CLI-0985,Enterprise,FMCG,Net-30
CLI-4537,SMB,FMCG,Net-30
CLI-2610,Mid-Market,Logistics,Net-15
CLI-2750,SMB,Construction,Net-60
CLI-2466,SMB,IT Services,Net-30
CLI-1901, SMB,Construction,Net-30
CLI-0381,Enterprise,Logistics,Net-15
CLI-0190,SMB,Construction,15 days
CLI-4834,Mid-Market,Textiles,Net-30
CLI-3495,Mid-Market,Construction,Net-15
CLI-2846,enterprise,Retail,Net-60
CLI-0477,SMB,Logistics,30 days
CLI-3464,ENTERPRISE,IT Services,Net-30
CLI-4166,SMB,FMCG,NET-30
CLI-3579,ENTERPRISE,Manufacturing,Net-60
CLI-3940,SMB,Pharma,Net-30
CLI-1828,SMB,Pharma,Net-30
CLI-2198,ENTERPRISE,Manufacturing,Net-30
CLI-4615,SMB,IT Services,Net-60
CLI-0928,Enterprise,Construction,Net-15
CLI-4297,SMB,Textiles,Net-30
CLI-0204,MID-MARKET,Pharma,
CLI-4172,Mid-Market,Pharma,Net-30
CLI-0922,SMB,FMCG,NET-15
CLI-3641,Mid-Market,Logistics,Net-60
CLI-2491,MID-MARKET,IT Services,Net-60
CLI-2777,Mid-Market,Logistics,Net-15
CLI-0433,SMB,FMCG,Net-15
CLI-1260,Mid-Market,IT Services,Net-60
CLI-1091,SMB,FMCG,
CLI-1147,Enterprise,Logistics,Net-30
CLI-1661,Enterprise,Textiles,Net-60
CLI-1342,Enterprise,Manufacturing,NET-60
CLI-4813,SMB,Retail,Net-60
CLI-2280,Mid-Market,FMCG,Net-15
CLI-2289,SMB,FMCG,Net-30
CLI-1304,SMB,Textiles,Net-60
CLI-4016,Mid-Market,Logistics,Net-60
CLI-2299,Enterprise,Textiles,Net-60
CLI-0484,Mid-Market,Retail,Net-60
CLI-1371,Enterprise,Retail,
CLI-1358,Enterprise,Pharma,Net-15
CLI-0005,Enterprise,FMCG,NET-30
CLI-1859,mid-market,Manufacturing,Net-60
CLI-0088,Enterprise,Textiles,Net-30
CLI-3240,SMB,Retail,Net-30
CLI-1024,Enterprise,Retail,Net-15
CLI-3117,Mid-Market,Retail,Net-15
CLI-4158,Enterprise,,Net-15
CLI-1169,Mid-Market,,Net-15
CLI-1740,Mid-Market,FMCG,Net-30
CLI-1447,Enterprise,FMCG,Net-15
CLI-2785,SMB,IT Services,Net-60
CLI-1503,Enterprise,Logistics,net15
CLI-1701,SMB,Manufacturing,Net-60
CLI-4518,Mid-Market,Retail,Net-30
CLI-4289,Enterprise,Pharma,Net-15
CLI-2170,Mid-Market,Construction,Net-60
CLI-2357,SMB,Textiles,
CLI-4746,Mid-Market,Logistics,Net-30
CLI-0100,Mid-Market,FMCG,Net-60
CLI-2315,Enterprise,Retail,Net-15
CLI-2890,Enterprise,Textiles,Net-15
CLI-0332,Enterprise,Textiles,Net-15
CLI-0090,SMB,Construction,Net-30
CLI-3936, SMB,Logistics,Net-60
CLI-4050,Enterprise,FMCG,Net-30
CLI-2066,Mid-Market,IT Services,Net-30
CLI-0222,SMB,Manufacturing,Net-60
CLI-0191,Mid-Market,Manufacturing,Net-30
CLI-1946,SMB,Logistics,Net-60
CLI-1981,Enterprise,IT Services,Net-60
CLI-0404,Mid-Market,Textiles,Net-15
CLI-1131,mid-market,FMCG,Net-60
CLI-2298,SMB,Logistics,Net-60
CLI-4543,SMB,FMCG,Net-60
CLI-2899,Enterprise,Textiles,Net-15
CLI-4658,Enterprise,IT Services,Net-30
CLI-0051,Enterprise,IT Services,Net-15
CLI-1667,SMB,FMCG,Net-60
CLI-3744,SMB,Retail,Net-60
CLI-0718,Enterprise,Pharma,Net-60
CLI-3610,Mid-Market,Retail,Net-15
CLI-3046,Mid-Market,Manufacturing,Net-60
CLI-1061,Enterprise,FMCG,Net-60
CLI-4920, SMB,Construction,Net-30
CLI-1073,Enterprise,Construction,Net-60
CLI-3727,SMB,Manufacturing,Net-30
CLI-0861,Mid-Market,Retail,Net-30
CLI-1889,Mid-Market,FMCG,30 days
CLI-2130,SMB,Manufacturing,Net-60
CLI-0141,Enterprise,Pharma,Net-30
CLI-0497,SMB,IT Services,Net-60
CLI-4989,Enterprise,Pharma,Net-30
CLI-4530,SMB,Textiles,Net-60
CLI-0095,Enterprise,Manufacturing,Net-15
CLI-4175,Mid-Market,Textiles,net30
CLI-3235,SMB,Logistics,Net-15
CLI-3508,Smb,IT Services,Net-15
CLI-2723,Mid-Market,Pharma,Net-15
CLI-4999,SMB,Pharma,Net-30
CLI-1195,SMB,Manufacturing,Net-60
CLI-0936,Mid-Market,Retail,Net-30
CLI-3746,Enterprise,Pharma,Net-15
CLI-4653,Mid-Market,IT Services,Net-60
CLI-2038,SMB,Logistics,Net-60
CLI-1955,Enterprise,IT Services,Net-30
CLI-0325,Mid-Market,Construction,Net-60
CLI-2802,Mid-Market,Pharma,NET-15
CLI-0658,Smb,IT Services,Net-30
CLI-4843,SMB,Textiles,Net-60
CLI-0966,Mid-Market,Pharma,
CLI-2321,Mid-Market,Textiles,NET-60
CLI-4772,Mid-Market,Retail,Net-30
CLI-3636,SMB,Retail,Net-15
CLI-2724,Enterprise,,Net-60
CLI-2251,Enterprise,FMCG,Net-15
CLI-3738,Enterprise,Construction,Net-30
CLI-3278,Enterprise,Construction,Net-15
CLI-2840,Mid-Market,Construction,Net-60
CLI-4221,SMB,Logistics,NET-60
CLI-1470,Enterprise,Retail,Net-30
CLI-1555,Enterprise,Retail,Net-60
CLI-2439,Enterprise,Pharma,Net-15
CLI-4301,Mid-Market,IT Services,Net-30
CLI-4901,mid-market,Textiles,Net-30
CLI-2208,Mid-Market,Construction,Net-30
CLI-1189,Enterprise,Retail,30 days
CLI-2849,SMB,Construction,Net-60
CLI-0884,Enterprise,Logistics,Net-15
CLI-2561,Mid-Market,IT Services,Net-30
CLI-1554,Enterprise,Pharma,Net-30
CLI-0730,Mid-Market,Construction,Net-30
CLI-2712,Enterprise,Pharma,Net-60
CLI-3314,Mid-Market,Pharma,net60
CLI-1148,Enterprise,Manufacturing,Net-30
CLI-2021,Enterprise,Pharma,Net-30
CLI-1043,SMB,IT Services,Net-30
CLI-4335,SMB,FMCG,
CLI-4211,SMB,Construction,Net-15
CLI-1566,Enterprise,Logistics,Net-60
CLI-2702,Mid-Market,Manufacturing,Net-60
CLI-0991,SMB,Construction,Net-30
CLI-1348,SMB,Textiles,net15
CLI-0764,Mid-Market,FMCG,Net-30
CLI-0417,Mid-Market,Retail,Net-15
CLI-0440,Enterprise,Construction,Net-30
CLI-3437,Mid-Market,Pharma,Net-60
CLI-3338,Enterprise,Construction,Net-60
CLI-3339,SMB,Retail,Net-15
CLI-0252,Mid-Market,Retail,Net-30
CLI-3658,Mid-Market,FMCG,Net-15
CLI-3708,Mid-Market,Textiles,Net-30
CLI-4357,Mid-Market,Manufacturing,Net-15
CLI-1645,MID-MARKET,Textiles,Net-15
CLI-4712,SMB,Logistics,Net-60
CLI-0729,SMB,IT Services,Net-60
CLI-3917,Mid-Market,Textiles,Net-30
CLI-0594,smb,Manufacturing,Net-30
CLI-3400,SMB,Pharma,Net-60
CLI-2554,Enterprise,Manufacturing,Net-30
CLI-1139,Enterprise,IT Services,Net-60
CLI-4935,SMB,Logistics,Net-30
CLI-3710,Enterprise,Construction,Net-30
CLI-3313,Mid-Market,Manufacturing,Net-60
CLI-2349,Enterprise,Retail,Net-30
CLI-4230,Mid-Market,IT Services,Net-15
CLI-3912,Mid-Market,FMCG,Net-60
CLI-1305, SMB,Manufacturing,Net-30
CLI-4263,Enterprise,Retail,Net-60
CLI-2490,MID-MARKET,FMCG,Net-60
CLI-0566,Enterprise,Pharma,Net-15
CLI-3793,Enterprise,Textiles,Net-60
CLI-2451,ENTERPRISE,IT Services,Net-30
CLI-2308,SMB,FMCG,Net-30
CLI-2871,Mid-Market,Retail,Net-60
CLI-0754,Mid-Market,FMCG,Net-60
CLI-0580,Mid-Market,Pharma,Net-30
CLI-3583,SMB,IT Services,NET-15
CLI-2764,SMB,Textiles,Net-60
CLI-4779,Enterprise,Manufacturing,Net-60
CLI-0739,Enterprise,Manufacturing,Net-30
CLI-2239,Enterprise,Construction,Net-60
CLI-3991,Mid Market,IT Services,Net-30
CLI-1392,SMB,FMCG,Net-15
CLI-0303,Mid-Market,Pharma,Net-30
CLI-3414,SMB,FMCG,Net-60
CLI-0314,SMB,Textiles,Net-60
CLI-1589,Mid-Market,FMCG,Net-15
CLI-4652,SMB,Pharma,Net-15
CLI-1603,Enterprise,Construction,NET-15
CLI-1837,SMB,IT Services,Net-15
CLI-4011,Mid-Market,Pharma,Net-30
CLI-0770,Mid-Market,Retail,Net-60
CLI-3531,SMB,FMCG,Net-60
CLI-2485,SMB,Construction,NET-60
CLI-4213,SMB,IT Services,Net-30
CLI-2582,SMB,Retail,Net-60
CLI-3562,Enterprise,Construction,Net-30
CLI-1876,Enterprise,Textiles,Net-15
CLI-3404,Mid-Market,Manufacturing,Net-30
CLI-4924,SMB,Construction,Net-30
CLI-3136,Enterprise,Construction,Net-60
CLI-0346,Enterprise,Manufacturing,Net-60
CLI-0062,Mid-Market,Textiles,Net-60
CLI-1860,Mid-Market,Textiles,Net-15
CLI-0453,Mid-Market,Retail,Net-15
CLI-1201,mid-market,Retail,Net-30
CLI-3349,Mid-Market,Retail,Net-60
CLI-1882,Enterprise,Pharma,Net-30
CLI-0316,Enterprise,IT Services,Net-60
CLI-2441,Mid-Market,Pharma,Net-30
CLI-1001,SMB,Retail,Net-15
CLI-3755,SMB,Retail,Net-30
CLI-0864,Enterprise,IT Services,Net-30
CLI-2191,SMB,FMCG,Net-30
CLI-0699,SMB,Pharma,Net-60
CLI-0162,SMB,Construction,Net-15
CLI-1389,SMB,IT Services,Net-15
CLI-0405,Enterprise,FMCG,Net-15
CLI-4478,SMB,Logistics,Net-60
CLI-3616,SMB,Pharma,Net-60
CLI-0894,SMB,Pharma,
CLI-4476,Mid-Market,IT Services,Net-15
CLI-1474,Mid-Market,Retail,Net-15
CLI-3726,Enterprise,Manufacturing,Net-15
CLI-3876,Enterprise,Logistics,Net-60
CLI-0853,SMB,Logistics,NET-15
CLI-1803,SMB,Logistics,Net-15
CLI-1410,Enterprise,Textiles,net60
CLI-2925,Mid-Market,FMCG,Net-30
CLI-4997,SMB,FMCG,Net-60
CLI-4993,Enterprise,Retail,Net-15
CLI-2300,Enterprise,Construction,Net-15
CLI-3648,Mid-Market,Retail,15 days
CLI-1903,SMB,Pharma,15 days
CLI-4292,Mid-Market,Manufacturing,Net-30
CLI-3381,Mid-Market,Pharma,Net-30
CLI-3822,Mid-Market,Logistics,Net-60
CLI-1456,SMB,,Net-30
CLI-3259,Enterprise,Logistics,Net-15
CLI-3915,Enterprise,Logistics,Net-15
CLI-3720,Enterprise,FMCG,Net-30
CLI-4664,SMB,IT Services,Net-60
CLI-2403,Mid-Market,Textiles,Net-60
CLI-2993,SMB,Pharma,Net-60
CLI-4688,SMB,Logistics,Net-30
CLI-2264,Mid-Market,Pharma,Net-15
CLI-1218,Mid-Market,Pharma,Net-60
CLI-2577,Enterprise,Textiles,Net-30
CLI-2417,SMB,Logistics,Net-15
CLI-4453,SMB,Pharma,
CLI-4350,mid-market,Manufacturing,Net-30
CLI-1796,Enterprise,Textiles,NET-60
CLI-0304,mid-market,FMCG,Net-15
CLI-2356,MID-MARKET,,Net-60
CLI-3611,Enterprise,Pharma,Net-15
CLI-0445,Enterprise,Pharma,Net-30
CLI-2734,Mid-Market,Construction,Net-15
CLI-3693,Enterprise,Textiles,Net-30
CLI-1451,SMB,FMCG,Net-30
CLI-0582,Mid-Market,Logistics,Net-60
CLI-0758,enterprise,Textiles,Net-30
CLI-1969,Enterprise,FMCG,Net-30
CLI-1177,Mid-Market,Construction,Net-30
CLI-2595,SMB,Construction,
CLI-0557,smb,Manufacturing,Net-30
CLI-1010,Enterprise ,,Net-15
CLI-2107,Enterprise,Retail,Net-15
CLI-4880,SMB,IT Services,Net-15
CLI-0926,Enterprise,FMCG,Net-60
CLI-1713,ENTERPRISE,Manufacturing,Net-60
CLI-1573,Enterprise,Logistics,Net-15
CLI-0034,Mid-Market,IT Services,Net-30
CLI-0615,Mid-Market,,Net-15
CLI-2544,Mid-Market,Logistics,Net-60
CLI-2937,Enterprise,Pharma,Net-60
CLI-0899,Mid-Market,IT Services,Net-60
CLI-3663,SMB,Retail,Net-15
CLI-4765,Enterprise,Construction,Net-60
CLI-4120,Enterprise,Retail,Net-60
CLI-0275,Mid-Market,Manufacturing,Net-60
CLI-1794,SMB,Construction,Net-15
CLI-1906,Mid-Market,Manufacturing,Net-60
CLI-1040,ENTERPRISE,Construction,Net-30
CLI-3936,Enterprise,Retail,Net-15
CLI-3132,Enterprise,Textiles,net15
CLI-4113,SMB,,Net-30
CLI-1047,Enterprise,Construction,Net-30
CLI-2078,SMB,Textiles,Net-30
CLI-0682,Enterprise,Retail,Net-60
CLI-3785,SMB,Construction,Net-60
CLI-0755,Mid-Market,Pharma,60 days
CLI-0431,Mid-Market,IT Services,Net-30
CLI-2465,Mid-Market,Pharma,Net-15
CLI-4879,enterprise,Pharma,Net-15
CLI-3094,Mid-Market,Manufacturing,Net-30
CLI-1232,Enterprise,Manufacturing,Net-30
CLI-0722,SMB,Textiles,Net-15
CLI-1606,Enterprise,Retail,Net-15
CLI-1917,SMB,Manufacturing,Net-30
CLI-4734,Mid-Market,Logistics,
CLI-2426,Enterprise,FMCG,Net-60
CLI-0846,Enterprise,Construction,
CLI-1743, SMB,IT Services,Net-15
CLI-4623,Mid-Market,Textiles,Net-15
CLI-3047,SMB,Pharma,60 days
CLI-3950,Enterprise,Retail,Net-15
CLI-3720,Mid-Market,Pharma,
CLI-2560,Mid-Market,Textiles,Net-60
CLI-0595,mid-market,Retail,Net-30
CLI-2632,Enterprise,Manufacturing,Net-30
CLI-0834,SMB,Manufacturing,
CLI-3760,Enterprise,Logistics,Net-15
CLI-2605,SMB,Retail,
CLI-1341,Mid-Market,Textiles,Net-15
CLI-0279,Enterprise,Construction,Net-60
CLI-3598,Mid-Market,Textiles,Net-30
CLI-2611,Enterprise,Logistics,Net-30
CLI-2682,Mid-Market,Manufacturing,Net-30
CLI-1510,SMB,Manufacturing,Net-15
CLI-2789,ENTERPRISE,Manufacturing,Net-60
CLI-1732,SMB,IT Services,Net-15
CLI-2262,Mid-Market,IT Services,Net-60
CLI-4981,Mid-Market,Logistics,Net-60
CLI-1515,Enterprise,Textiles,Net-60
CLI-3481,SMB,FMCG,Net-15
CLI-0577,SMB,IT Services,Net-60
CLI-4235,SMB,Retail,60 days
CLI-3165,SMB,FMCG,Net-15
CLI-0603,SMB,Manufacturing,Net-30
CLI-2372,Enterprise,,Net-30
CLI-4258,SMB,Manufacturing,Net-30
CLI-3928,Mid-Market,,Net-60
CLI-0031,Enterprise,FMCG,Net-15
CLI-1843,Mid-Market,Textiles,Net-30
CLI-4945,SMB,Textiles,Net-15
CLI-1383,Enterprise,Pharma,Net-60
CLI-0212,Enterprise,Pharma,Net-15
CLI-2636,Smb,FMCG,
CLI-2658,Mid-Market,IT Services,Net-30
CLI-4878,Mid-Market,FMCG,Net-30
CLI-1520,SMB,Textiles,Net-60
CLI-3384,SMB,Construction,Net-30
CLI-0622,Mid-Market,Construction,Net-30
CLI-4107,Mid-Market,Manufacturing,Net-30
CLI-4525,SMB,Construction,Net-30
CLI-1271,MID-MARKET,Pharma,NET-15
CLI-1893,Mid-Market,Pharma,Net-30
CLI-4115,Enterprise,Logistics,Net-30
CLI-2094,Enterprise,Construction,Net-30
CLI-2111,Enterprise,Construction,Net-15
CLI-3774,SMB,Retail,Net-30
CLI-4776,mid-market,Logistics,Net-60
CLI-3911,Mid-Market,Construction,Net-60
CLI-3035,Enterprise,Logistics,15 days
CLI-4065,Enterprise,Manufacturing,Net-30
CLI-0500,SMB,Manufacturing,Net-15
CLI-0085,SMB,Logistics,Net-60
CLI-3770,Mid-Market,Textiles,NET-15
CLI-0694,Mid-Market,FMCG,Net-30
CLI-4757,SMB,Retail,Net-30
CLI-0163,SMB,,Net-60
CLI-4761,Enterprise,Logistics,Net-15
CLI-1355,SMB,Construction,Net-60
CLI-2385,Enterprise,Logistics,
CLI-2164,Mid-Market,Pharma,
CLI-2591,Enterprise,Logistics,Net-30
CLI-2507,SMB,Logistics,Net-30
CLI-0858,Mid-Market,,Net-60
CLI-3933,Enterprise,FMCG,Net-30
CLI-0957,SMB,Pharma,Net-60
CLI-4181,Mid-Market,FMCG,Net-15
CLI-0748,SMB,IT Services,Net-30
CLI-2359,Mid-Market,IT Services,Net-30
CLI-2929,Enterprise,Retail,Net-30
CLI-2624,Enterprise,Retail,Net-15
CLI-3962,Enterprise,Construction,Net-15
CLI-2482,Enterprise,Construction,Net-15
CLI-0202,Enterprise,FMCG,Net-30
CLI-4572,SMB,Pharma,Net-60
CLI-0728,SMB,Textiles,Net-60
CLI-3751,SMB,Retail,Net-30
CLI-0270,Enterprise,FMCG,Net-60
CLI-4882,Enterprise,Logistics,Net-30
CLI-4622,SMB,Textiles,Net-30
CLI-2905,SMB,Manufacturing,Net-15
CLI-0283,SMB,Retail,15 days
CLI-3511,SMB,Retail,Net-60
CLI-1056,Enterprise,Pharma,Net-15
CLI-1567,SMB,Pharma,Net-15
CLI-2412,MID-MARKET,Manufacturing,Net-15
CLI-1390,SMB,Manufacturing,Net-60
CLI-1761,Mid-Market,Logistics,net30
CLI-0298,Mid-Market,Textiles,Net-15
CLI-4727,SMB,Construction,Net-15
CLI-0322,SMB,Construction,Net-60
CLI-4969,Mid-Market,Manufacturing,Net-30
CLI-3297,Enterprise,Retail,Net-60
CLI-3982,Mid-Market,,Net-15
CLI-0768,Enterprise,Retail,Net-30
CLI-0215,Enterprise,Manufacturing,Net-60
CLI-3482,SMB,FMCG,Net-60
CLI-0606,SMB,IT Services,Net-60
CLI-3653,Enterprise,Retail,Net-30
CLI-0671,Enterprise,FMCG,Net-60
CLI-2853,SMB,Textiles,Net-15
CLI-4846,SMB,IT Services,
CLI-3931,Enterprise,FMCG,Net-60
CLI-4177,Enterprise,FMCG,Net-15
CLI-2546,Mid-Market,Logistics,Net-15
CLI-0555,Enterprise,Textiles,Net-60
CLI-2411,Enterprise,Logistics,Net-30
CLI-3696,Mid Market,Logistics,Net-30
CLI-1077,Mid-Market,Construction,Net-15
CLI-3372,Enterprise,,Net-15
CLI-3953,Enterprise,Manufacturing,Net-60
CLI-3036,Enterprise,FMCG,Net-15
CLI-3724,SMB,,Net-30
CLI-3277,SMB,Logistics,Net-15
CLI-1229,SMB,Construction,Net-30
CLI-0995,Mid-Market,Retail,Net-30
CLI-1689,Enterprise,Pharma,Net-30
CLI-1550,Enterprise,Pharma,Net-15
CLI-4374,Mid-Market,Manufacturing,NET-15
CLI-3977,Mid-Market,Logistics,net60
CLI-2837,SMB,,Net-60
CLI-3664,SMB,Logistics,Net-60
CLI-0446,Enterprise,Construction,net30
CLI-2378,SMB,FMCG,NET-60
CLI-1452,Enterprise,Textiles,Net-15
CLI-0590,Mid-Market,Retail,NET-30
CLI-2825,Enterprise,Logistics,Net-15
CLI-2814,Enterprise,IT Services,Net-15
CLI-0710,ENTERPRISE,IT Services,Net-15
