payment_id,invoice_id,payment_date,amount_paid,discount_applied
PAY-4058,INV-4122,2025-10-16,721212.62,27103.14
PAY-4232,INV-4310,2026-07-11,1042847.75,0.00
PAY-2020,INV-2049,2025-10-10,733616.00,0.00
PAY-5711,INV-5820,2026-12-04,515057.50,13244.65
PAY-3093,INV-3129,2026-11-04,1070592.51,0.00
PAY-6525,INV-6645,2026-10-28,1443596.41,0.00
PAY-6855,INV-6971,2026-04-16,,3662.75
PAY-1835,INV-1849,2025-10-04,13977.25,0.00
PAY-2926,INV-2958,2026-05-12,750093.01,0.00
PAY-4931,INV-5019,2026-07-24,1097376.89,0.00
PAY-6700,INV-6814,2025-11-23,1184016.26,37027.83
PAY-3120,INV-3161,2026-08-20,610185.41,0.00
PAY-1588,INV-1600,2026-02-24,1493796.27,0.00
PAY-3771,INV-3835,2026-12-05,767593.42,57545.29
PAY-6302,INV-6414,2026-10-04,1876527.35,0.00
PAY-1398,INV-1409,2026-03-11,1481692.07,0.00
PAY-4377,INV-4454,2026-11-14,19271.36,563.51
PAY-2112,INV-2131,2026-04-15,71165.80,0.00
PAY-6384,INV-6498,2026-05-21,186352.32,13011.77
PAY-4964,INV-5054,2026-04-25,369099.55,
PAY-2360,INV-2389,2026-11-09,1468934.62,0.00
PAY-6218,INV-6333,2026-02-20,666470.68,14386.77
PAY-5749,INV-5861,,292206.14,0.00
PAY-4463,INV-4546,2025-08-17,,14931.49
PAY-5579,INV-5683,2026-11-21,1613231.88,0.00
PAY-4237,INV-4316,2026-06-24,568054.29,0.00
PAY-2896,INV-2926,2025-08-26,461402.88,4839.00
PAY-1285,INV-1295,2025-07-28,589419.53,27815.94
PAY-5316,INV-5422,2026-05-23,,31673.52
PAY-4469,INV-4552,2025-08-22,328858.05,0.00
PAY-4889,INV-4978,2026-02-21,473829.53,0.00
PAY-5347,INV-5456,2025-07-28,1866604.38,-275.95
PAY-2838,INV-2865,2025-07-14,443964.23,9871.32
PAY-3616,INV-3677,2026-04-03,618267.88,0.00
PAY-7085,INV-7205,2026-06-07,1898849.47,0.00
PAY-6835,INV-6949,2025-11-30,431347.65,12909.49
PAY-4661,INV-4748,2025-05-20,1318327.00,6146.19
PAY-3146,INV-3200,2026-01-04,1068396.16,9789.50
PAY-4914,INV-5005,2025-07-10,,2373.30
PAY-2434,INV-2455,2027-01-04,506631.68,0.00
PAY-3040,INV-3073,2026-05-24,1359434.86,0.00
PAY-1023,INV-1023,2026-09-15,554560.40,4520.92
PAY-1544,INV-1551,2026-09-21,352358.86,
PAY-6016,INV-6130,2026-09-04,295174.22,0.00
PAY-1815,INV-1828,2026-02-05,1541192.55,0.00
PAY-1631,INV-1647,2026-06-14,1062864.13,0.00
PAY-5365,INV-5472,2026-03-03,1724850.39,0.00
PAY-6025,INV-6139,2026-11-06,1690783.17,0.00
PAY-6120,INV-6228,2025-11-03,507427.17,0.00
PAY-2253,INV-2277,2026-02-25,668116.68,-912.55
PAY-6589,INV-6707,2026-12-02,1109081.28,0.00
PAY-7205,INV-7332,2026-01-14,1055581.40,12730.19
PAY-2160,INV-2181,02-01-2027,524324.30,0.00
PAY-6007,INV-6117,2025-11-07,937109.12,0.00
PAY-5097,INV-5200,2025-12-07,624307.41,
PAY-3948,INV-4011,2026-05-25,265152.40,1555.57
PAY-4840,INV-4930,2026-07-17,1063050.55,7285.03
PAY-3203,INV-3265,2025-08-10,,17262.62
PAY-4033,INV-4098,2026-05-13,516989.20,6593.58
PAY-2864,INV-2890,2026-05-16,671919.96,0.00
PAY-6725,INV-6839,2025-12-04,562403.50,0.00
PAY-2387,INV-2414,2026-09-08,1669906.25,0.00
PAY-6797,INV-6909,2026-07-30,394368.98,0.00
PAY-6851,INV-6967,2026-08-18,833442.82,18634.88
PAY-3572,INV-3633,2025-10-07,1627670.48,0.00
PAY-4329,INV-4404,2026-09-17,1200876.36,11499.15
PAY-6996,INV-7118,2026-05-03,555529.42,0.00
PAY-3013,INV-3046,2026-10-17,1937824.59,0.00
PAY-2923,INV-2954,2026-10-03,1231363.92,0.00
PAY-6896,INV-7017,2026-06-17,1830305.87,0.00
PAY-2074,INV-2093,2025-11-09,4515.09,407.24
PAY-1026,INV-1026,2027-01-15,557856.12,6839.83
PAY-7167,INV-7291,2026-07-02,1278926.73,0.00
PAY-5669,INV-5780,2026-02-17,1125412.36,0.00
PAY-4045,INV-4109,2026-09-07,346301.59,0.00
PAY-4089,INV-4157,02-04-2026,1698752.08,0.00
PAY-4650,INV-4739,2026-10-19,278809.53,0.00
PAY-6869,INV-6984,2026-01-14,807893.01,0.00
PAY-5057,INV-5157,2026-09-23,924919.17,0.00
PAY-3682,INV-3741,2026-02-18,263944.76,0.00
PAY-5338,INV-5447,2026-01-07,391250.83,28568.02
PAY-7193,INV-7319,2026-05-21,953295.22,47011.40
PAY-1143,INV-1151,18-02-2026,1754099.80,0.00
PAY-4876,INV-4967,2025-06-20,1208498.13,0.00
PAY-6598,INV-6714,28-10-2026,561386.50,0.00
PAY-4843,INV-4933,2025-08-25,397424.07,0.00
PAY-7174,INV-7297,2025-07-06,516338.42,0.00
PAY-6907,INV-7030,2025-02-30,419202.10,20936.66
PAY-6123,INV-6231,2027-01-07,1187293.85,0.00
PAY-5690,INV-5800,2026-11-12,1090952.01,35936.11
PAY-7298,INV-7421,2025-07-07,919234.57,10716.13
PAY-2364,INV-2394,2026-03-08,612180.61,18244.02
PAY-2208,INV-2229,2026-11-10,1023492.37,0.00
PAY-3079,INV-3117,2026-05-30,388955.87,0.00
PAY-4466,INV-4549,2026-02-15,1929525.90,14860.81
PAY-2081,INV-2099,2026-07-01,18223.32,0.00
PAY-1448,INV-1461,2026-10-29,1283614.98,0.00
PAY-4381,INV-4459,2026-06-22,1497097.26,0.00
PAY-7191,INV-7316,2026-02-14,290970.04,11754.57
PAY-7371,INV-7493,2026-02-16,1754127.16,87763.54
PAY-7060,INV-7181,2026-08-20,639533.61,0.00
PAY-2608,INV-2625,2026-09-27,11073.02,543.72
PAY-6750,INV-6863,2025-09-01,1237275.84,2342.67
PAY-1751,INV-1763,2026-07-13,1858548.70,23525.33
PAY-1764,INV-1776,2026-10-15,,5461.20
PAY-1256,INV-1266,2025-09-08,1580592.50,0.00
PAY-1910,INV-1931,2026-06-27,769998.94,6781.49
PAY-6540,INV-6661,2026-02-30,737718.37,19459.86
PAY-2096,INV-2113,2026-09-28,1256074.51,43950.25
PAY-1109,INV-1114,2025-11-14,12481.75,0.00
PAY-5940,INV-6050,2026-02-16,1625620.37,0.00
PAY-1974,INV-1998,2025-08-30,1532107.18,39865.26
PAY-6240,INV-6355,2026-08-08,489131.01,75150.57
PAY-3885,INV-3950,2026-02-30,1895948.31,0.00
PAY-2511,INV-2525,2025-08-11,511881.18,0.00
PAY-7109,INV-7230,2026-12-18,203437.22,3508.69
PAY-7039,INV-7163,2026-05-17,97397.36,6914.54
PAY-5192,INV-5296,2025-09-05,775411.23,0.00
PAY-3841,INV-3904,2026-02-02,1207037.19,24622.75
PAY-2246,INV-2269,2026-03-01,1075438.07,56040.17
PAY-3012,INV-3045,2026-01-17,-1614594.59,57603.92
PAY-6815,INV-6928,2026-03-18,1773827.16,30022.01
PAY-4319,INV-4395,2026-03-12,1107748.67,0.00
PAY-1106,INV-1110,2025-09-01,954215.05,0.00
PAY-3492,INV-3558,2026-04-10,786140.68,17353.42
PAY-1565,INV-1575,2025-12-17,85665.84,11388.29
PAY-6422,INV-6536,2025-10-24,1187605.32,50102.89
PAY-5756,INV-5868,2026-09-15,1010724.50,43545.68
PAY-3054,INV-3089,2025-08-26,664371.04,23848.28
PAY-2916,INV-2945,2025-11-19,76314.21,3561.31
PAY-3006,INV-3040,2026-11-28,1708343.62,
PAY-3788,INV-3853,2026-01-23,744974.20,0.00
PAY-4842,INV-4932,2026-06-17,1000283.80,13058.57
PAY-2328,INV-2352,2026-10-10,315738.01,9556.33
PAY-3416,INV-3482,2026-10-23,669685.58,
PAY-5870,INV-5984,2025-10-04,276641.81,1938.07
PAY-2596,INV-2614,2026-01-17,146875.74,0.00
PAY-2533,INV-2550,2026-10-04,1670958.66,0.00
PAY-2019,INV-2048,2025-06-16,97697.75,0.00
PAY-2082,INV-2100,2026-04-14,1023554.62,0.00
PAY-4741,INV-4821,2025-08-24,1616503.42,0.00
PAY-6736,INV-6848,2026-06-12,1644686.89,1974.39
PAY-5919,INV-6032,2025-08-24,364642.68,0.00
PAY-5252,INV-5357,2025-12-16,1985211.14,0.00
PAY-6152,INV-6261,2025-10-17,7901.04,0.00
PAY-3549,INV-3605,2026-03-09,330151.93,0.00
PAY-2646,INV-2666,2026-08-06,654148.32,33470.34
PAY-5462,INV-5569,2025-07-23,1187409.46,0.00
PAY-3794,INV-3859,2025-09-04,1825183.57,0.00
PAY-1739,INV-1750,2025-06-13,1713146.57,
PAY-2935,INV-2965,2025-12-01,46589.45,-417.79
PAY-4709,INV-4791,2025-07-27,215668.16,747.25
PAY-4716,INV-4796,2026-02-20,1211591.08,13021.77
PAY-5712,INV-5821,2026-11-17,239839.71,5930.17
PAY-6605,INV-6720,2026-12-07,1840123.03,41864.85
PAY-1653,INV-1668,2026-05-10,1810335.20,
PAY-4281,INV-4358,2026-01-23,1708952.56,65263.03
PAY-1176,INV-1183,2026-08-27,473499.14,
PAY-6728,INV-6841,2025-11-30,622599.78,22980.62
PAY-1654,INV-1670,2025-05-30,174315.08,1333.62
PAY-2197,INV-2220,2025-07-13,432462.08,0.00
PAY-3422,INV-3488,2026-01-21,128919.18,-624.69
PAY-1369,INV-1381,2026-10-23,1965412.82,0.00
PAY-4148,INV-4222,2026-03-27,-1828395.04,0.00
PAY-5912,INV-6026,2026-02-23,91394.97,0.00
PAY-4899,INV-4991,2026-11-26,1122432.04,5674.26
PAY-7124,INV-7243,2026-06-30,877344.70,10934.45
PAY-3364,INV-3428,2025-06-26,630533.90,0.00
PAY-5023,INV-5118,2026-11-28,655114.36,0.00
PAY-1494,INV-1503,2026-11-12,1135737.20,0.00
PAY-6128,INV-6235,2026-10-27,369177.56,0.00
PAY-4884,INV-4974,2026-08-17,1680548.16,0.00
PAY-4530,INV-4617,2025-10-22,144547.41,0.00
PAY-7430,INV-9114,2026-08-15,99533.83,0.00
PAY-6766,INV-6877,2026-06-20,1952058.38,0.00
PAY-1034,INV-1033,,67038.01,
PAY-6532,INV-6651,2025-07-10,551793.63,0.00
PAY-6881,INV-6998,2026-11-06,236784.22,26986.77
PAY-2053,INV-2075,2026-08-30,246504.41,12320.90
PAY-7283,INV-7406,2026-03-15,233490.11,0.00
PAY-3811,INV-3875,2026-08-18,885204.46,0.00
PAY-5619,INV-5722,02-11-2026,1837514.52,0.00
PAY-6698,INV-6812,2025-07-14,671888.61,7116.30
PAY-4077,INV-4144,2025-07-10,1250251.52,24593.56
PAY-3831,INV-3894,2026-07-03,1064300.39,52131.99
PAY-6244,INV-6359,2026-06-14,191097.36,0.00
PAY-4697,INV-4778,2025-12-11,1605338.79,0.00
PAY-6506,INV-6630,2026-12-15,1023813.40,0.00
PAY-2217,INV-2237,2026-02-01,381314.77,0.00
PAY-3818,INV-3882,2027-01-18,743553.61,0.00
PAY-2524,INV-2541,2026-05-13,926003.32,29683.88
PAY-5685,INV-5796,2025-12-07,743015.71,3515.97
PAY-1148,INV-1156,2026-09-24,108901.77,5028.00
PAY-4502,INV-4585,2026-10-24,682407.48,28157.36
PAY-2330,INV-2356,2026-11-20,1850624.55,0.00
PAY-4430,INV-4508,16-08-2025,996513.12,43053.70
PAY-1402,INV-1413,2026-11-07,760237.99,0.00
PAY-2097,INV-2114,2025-09-21,68338.42,0.00
PAY-6371,INV-6485,2025-08-17,651547.97,0.00
PAY-6781,INV-6893,2025-11-23,1806042.63,12957.82
PAY-6212,INV-6328,2025-05-26,970123.81,21355.10
PAY-3063,INV-3098,2026-08-21,977093.15,8337.40
PAY-2490,INV-2507,2026-01-31,426256.67,0.00
PAY-7345,INV-7466,2026-10-09,660147.22,0.00
PAY-2319,INV-2344,2025-07-25,1992064.01,0.00
PAY-7135,INV-7256,2026-12-08,1127697.40,44602.41
PAY-1619,INV-1631,2026-07-28,1057515.05,19408.62
PAY-2568,INV-2587,2026-05-25,1835639.22,0.00
PAY-6131,INV-6239,2026-12-05,352774.28,0.00
PAY-1502,INV-1510,2026-06-09,359699.17,0.00
PAY-4530,INV-4617,2025-07-06,163720.03,0.00
PAY-4476,INV-4558,10-07-2025,667823.71,7647.13
PAY-7259,INV-7386,2026-08-29,799478.99,0.00
PAY-2522,INV-2540,2026-05-11,,7628.34
PAY-4622,INV-4711,2025-10-13,1522657.33,0.00
PAY-3748,INV-3810,2026-09-28,185001.96,0.00
PAY-6762,INV-6873,2025-07-22,-629516.84,13272.06
PAY-7183,INV-7307,2026-11-21,483264.94,0.00
PAY-6641,INV-6756,2025-10-05,818925.02,0.00
PAY-3406,INV-3472,2026-01-07,168714.92,5525.88
PAY-4401,INV-4478,2025-02-30,1491472.51,
PAY-6822,INV-6936,2026-01-29,154983.43,0.00
PAY-5174,INV-5280,2026-07-03,98112.23,0.00
PAY-3502,INV-3564,2026-11-21,723949.06,0.00
PAY-6346,INV-6457,2026-02-07,288527.03,0.00
PAY-6932,INV-7055,2027-01-19,1568548.04,20847.48
PAY-1625,INV-1639,2026-07-27,1154494.28,0.00
PAY-3785,INV-3850,2026-05-31,300319.33,0.00
PAY-5965,INV-6078,2026-06-12,792284.99,1274.28
PAY-4959,INV-5049,2026-01-23,321329.29,0.00
PAY-4784,INV-4869,2026-02-30,604386.13,
PAY-1933,INV-1956,2026-11-10,149125.94,6980.19
PAY-1555,INV-1562,2026-11-22,382067.07,6959.81
PAY-6457,INV-6579,2026-06-28,945715.06,65474.48
PAY-1965,INV-1990,2026-12-26,1292860.57,0.00
PAY-2272,INV-2296,2026-04-10,1846865.31,0.00
PAY-7055,INV-7176,2025-07-15,629061.86,0.00
PAY-2755,INV-2770,2026-11-27,1307450.36,48884.74
PAY-1240,INV-1247,2026-02-16,428654.66,0.00
PAY-2401,INV-2427,2026-12-20,316995.53,0.00
PAY-1718,INV-1732,2026-06-27,532551.48,0.00
PAY-4332,INV-4407,2026-10-08,25903.18,0.00
PAY-6363,INV-6477,2025-12-07,829479.74,0.00
PAY-3405,INV-3472,2025-12-28,137686.45,6427.06
PAY-3300,INV-3365,2025-07-13,380889.30,10357.10
PAY-6567,INV-6683,2025-07-29,648824.59,13538.71
PAY-2851,INV-2878,2025-09-19,1368058.05,
PAY-3057,INV-3093,26-03-2026,1698104.21,55073.89
PAY-2110,INV-2129,2026-09-20,1171366.20,0.00
PAY-6522,INV-6642,2026-05-30,1016610.03,0.00
PAY-4747,INV-4828,2025-09-09,161863.43,7807.70
PAY-5633,INV-5738,2026-11-15,1845984.17,6925.96
PAY-1382,INV-1393,2025-11-24,1957047.85,0.00
PAY-7121,INV-7240,2026-08-28,663288.61,0.00
PAY-2334,INV-2361,2026-09-09,984490.22,0.00
PAY-2829,INV-2854,2025-08-31,665133.26,0.00
PAY-1322,INV-1333,2025-12-01,489960.29,0.00
PAY-3153,INV-3209,2026-05-02,,
PAY-1980,INV-2007,2026-05-19,477307.21,0.00
PAY-2025,INV-2054,2026-04-23,674751.74,0.00
PAY-3408,INV-3473,2025-12-17,426412.36,0.00
PAY-3942,INV-4005,2026-07-07,167259.69,0.00
PAY-3217,INV-3279,2025-08-01,263773.99,0.00
PAY-1018,INV-1017,2025-08-11,93048.68,0.00
PAY-3758,INV-3821,2025-02-30,1135456.88,12485.97
PAY-6447,INV-6567,2026-03-02,1269810.18,
PAY-6778,INV-6891,2026-02-05,1471491.58,38583.81
PAY-3638,INV-3698,2026-07-06,1257600.16,0.00
PAY-5402,INV-5509,2025-10-26,501840.01,21441.50
PAY-4385,INV-4463,2025-10-16,910843.06,0.00
PAY-2050,INV-2072,2026-06-04,470104.66,1845.75
PAY-2621,INV-2642,2026-10-25,1342298.77,0.00
PAY-3077,INV-3115,2026-02-12,1888479.09,8734.34
PAY-5264,INV-5369,2026-06-27,127513.18,4336.30
PAY-3973,INV-4036,2026-11-24,683473.50,2761.43
PAY-2311,INV-2337,25-07-2026,113759.60,0.00
PAY-2685,INV-2704,2025-10-03,134495.74,0.00
PAY-5922,INV-6034,2026-11-13,639115.62,0.00
PAY-1189,INV-1196,2026-09-26,225373.65,0.00
PAY-1044,INV-1045,2026-08-05,462857.73,10882.21
PAY-2619,INV-2640,2025-05-26,1544165.79,62077.14
PAY-6998,INV-7120,2026-01-27,263164.71,
PAY-7209,INV-7338,2025-08-17,191746.55,0.00
PAY-2855,INV-2882,2026-10-18,1168111.22,0.00
PAY-6537,INV-6658,2025-10-10,1431952.10,0.00
PAY-2518,INV-2532,2026-08-28,1942913.30,43927.50
PAY-5288,INV-5392,2025-12-19,1466233.77,0.00
PAY-7197,INV-7322,2025-10-24,1387056.20,51009.05
PAY-4263,INV-4340,2026-03-03,511172.81,0.00
PAY-3463,INV-3528,2026-09-09,547089.18,0.00
PAY-1102,INV-1104,2026-05-20,1453187.88,0.00
PAY-3465,INV-3529,18-12-2025,624910.16,0.00
PAY-6788,INV-6899,2026-12-10,926928.48,0.00
PAY-3415,INV-3481,2026-07-12,1446686.53,47587.29
PAY-7200,INV-7326,2026-11-29,1537824.45,0.00
PAY-6439,INV-6558,2025-10-04,236197.17,0.00
PAY-1531,INV-1536,2027-01-23,415347.15,0.00
PAY-3991,INV-4060,2025-08-22,706850.23,12912.99
PAY-6455,INV-6576,2026-03-12,797998.06,9257.85
PAY-6520,INV-6640,2026-10-31,1307226.48,0.00
PAY-2011,INV-2041,2026-04-25,1991386.13,0.00
PAY-1137,INV-1143,2026-11-20,1021379.83,12390.48
PAY-2039,INV-2065,2026-11-21,40624.17,641.38
PAY-2040,INV-2066,2025-10-20,425238.39,34884.82
PAY-6696,INV-6811,20-11-2026,971846.13,30401.95
PAY-7246,INV-7371,,300820.25,0.00
PAY-2370,INV-2399,2026-08-03,329190.43,0.00
PAY-6281,INV-6396,2026-10-29,764138.07,0.00
PAY-4172,INV-4247,2026-01-19,1719430.97,0.00
PAY-1063,INV-1065,2025-10-29,1420501.42,38528.89
PAY-1919,INV-1940,2026-06-22,921213.72,74676.11
PAY-3938,INV-4001,2026-01-04,981593.84,
PAY-4008,INV-4074,2026-07-10,844806.79,39312.47
PAY-6304,INV-6416,2026-11-02,1896622.45,0.00
PAY-7122,INV-7241,2026-07-24,1361922.21,17033.62
PAY-6343,INV-6454,2026-04-02,349908.37,0.00
PAY-4589,INV-4676,24-06-2026,1090699.05,54362.75
PAY-6191,INV-6303,2026-10-05,1486160.11,0.00
PAY-6936,INV-7058,2026-02-28,483361.10,0.00
PAY-5263,INV-5368,26-01-2026,1082422.63,43356.51
PAY-3338,INV-3398,20-08-2025,515746.09,-32329.47
PAY-3574,INV-3638,2025-11-22,446688.13,0.00
PAY-5843,INV-5956,2026-09-19,1071913.62,0.00
PAY-4048,INV-4114,2025-10-14,550818.85,0.00
PAY-2597,INV-2615,2026-09-28,481106.74,0.00
PAY-2234,INV-2255,2025-09-29,369055.78,0.00
PAY-3686,INV-3747,2026-08-12,338079.25,0.00
PAY-3311,INV-3376,2025-10-31,1201105.07,
PAY-1427,INV-1438,2026-06-15,300317.32,1859.87
PAY-4597,INV-4685,2026-05-08,485845.58,0.00
PAY-1169,INV-1178,2025-07-06,1474052.24,0.00
PAY-4440,INV-4519,2026-02-04,524430.13,0.00
PAY-4794,INV-4881,2026-04-07,1795709.72,72164.42
PAY-6621,INV-6735,2026-10-27,327636.34,0.00
PAY-3076,INV-3114,2026-09-19,408629.55,0.00
PAY-3654,INV-3712,2026-02-30,1449739.37,0.00
PAY-1854,INV-1869,2026-01-18,465238.41,0.00
PAY-3727,INV-3789,2025-07-10,821772.04,31566.45
PAY-1740,INV-1751,2026-09-07,1143599.81,10367.68
PAY-4029,INV-4095,2026-12-07,485058.64,659.36
PAY-1331,INV-1343,2026-11-28,1796328.99,0.00
PAY-2043,INV-2067,2026-07-23,937931.36,0.00
PAY-1081,INV-1083,2026-11-28,921976.29,80063.13
PAY-2699,INV-2718,2025-08-27,841593.10,0.00
PAY-6193,INV-6305,2026-01-27,1999343.64,0.00
PAY-4111,INV-4182,2025-07-19,656200.93,22866.09
PAY-7328,INV-7452,,926899.60,0.00
PAY-4790,INV-4877,2025-12-29,668069.88,35125.66
PAY-1373,INV-1385,2025-06-22,193478.97,
PAY-3639,INV-3699,2025-07-23,1237121.05,38243.32
PAY-4415,INV-4493,2026-06-05,582338.80,0.00
PAY-1221,INV-1227,2025-11-06,522049.88,0.00
PAY-1458,INV-1469,2025-11-26,395891.57,1722.41
PAY-2114,INV-2134,2026-07-27,138140.27,0.00
PAY-6856,INV-6971,2026-06-09,274949.12,0.00
PAY-4558,INV-4647,2026-02-06,1444044.21,35293.54
PAY-5668,INV-5777,2026-04-12,93947.59,0.00
PAY-6720,INV-6834,2026-12-13,1642827.59,0.00
PAY-6951,INV-7073,2026-07-04,850565.34,0.00
PAY-6858,INV-6974,2026-04-05,358525.47,0.00
PAY-7230,INV-7356,2025-06-11,1433425.56,19414.30
PAY-6917,INV-7037,2026-05-02,1087476.86,4428.24
PAY-2739,INV-2755,2026-10-12,1477406.70,42729.44
PAY-1776,INV-1787,2025-12-13,516029.31,2054.78
PAY-6756,INV-6867,2026-09-15,388588.26,0.00
PAY-6827,INV-6941,2025-08-20,476314.22,-995.77
PAY-2133,INV-2154,2026-05-07,1063651.19,17975.51
PAY-2249,INV-2273,2026-01-21,1196979.59,39164.33
PAY-6528,INV-6648,2025-11-30,1382249.26,-685.88
PAY-3625,INV-3684,2025-12-26,1402925.65,21039.67
PAY-7027,INV-7152,2025-12-27,78844.32,0.00
PAY-5232,INV-5337,2026-02-16,938275.46,0.00
PAY-4346,INV-4421,2025-08-02,1197485.85,0.00
PAY-1334,INV-1345,2026-02-19,97941.13,-578.99
PAY-2172,INV-2192,2026-11-03,1296316.43,34693.33
PAY-4333,INV-4408,2026-09-01,1464637.05,20953.69
PAY-5662,INV-5769,2026-09-07,456185.54,14161.18
PAY-1103,INV-1106,2025-12-26,350734.94,0.00
PAY-2995,INV-3027,2026-08-26,1856064.80,0.00
PAY-4951,INV-5039,2026-12-09,339299.52,
PAY-2627,INV-2649,2026-10-03,887954.00,18205.96
PAY-6642,INV-6757,2026-12-14,761869.58,19159.95
PAY-7213,INV-7341,2025-08-15,223982.31,6938.54
PAY-1057,INV-1058,2025-11-25,1867329.83,0.00
PAY-3303,INV-3369,2025-07-22,466379.77,18956.79
PAY-4858,INV-4949,2025-12-06,552016.13,0.00
PAY-5779,INV-5890,2026-03-28,696812.08,64540.73
PAY-4935,INV-5023,2025-12-18,469233.73,17993.11
PAY-4855,INV-4945,2026-04-26,511650.85,
PAY-2575,INV-2593,2025-07-29,515456.32,8900.88
PAY-4953,INV-5041,2025-08-16,1151150.13,0.00
PAY-2572,INV-2590,2026-01-16,766653.07,
PAY-1916,INV-1936,2026-06-09,370910.88,0.00
PAY-5125,INV-5226,2025-10-26,1579628.48,57324.52
PAY-3483,INV-3548,2026-04-12,388601.38,0.00
PAY-4093,INV-4162,2025-12-25,226964.83,0.00
PAY-5498,INV-5605,09-11-2025,1949000.34,46087.66
PAY-4242,INV-4319,2026-07-29,478117.41,0.00
PAY-1593,INV-1606,2026-04-28,248689.63,0.00
PAY-6838,INV-6955,2026-10-25,659117.89,0.00
PAY-1305,INV-1314,2026-01-05,373423.12,0.00
PAY-4427,INV-4504,2026-06-22,202901.82,4915.37
PAY-6379,INV-6493,2026-07-03,474155.48,0.00
PAY-5978,INV-6091,2026-08-26,1168738.22,0.00
PAY-1613,INV-1626,2026-01-10,1367459.16,15249.95
PAY-3959,INV-4021,2026-07-28,1070612.34,0.00
PAY-2304,INV-2330,2026-10-09,941342.44,18102.61
PAY-2977,INV-3010,2025-09-24,1629872.57,0.00
PAY-2180,INV-2200,2026-10-29,302478.94,0.00
PAY-4065,INV-4130,2026-06-29,217662.01,0.00
PAY-4754,INV-4836,2026-11-04,1554134.37,72768.80
PAY-1742,INV-1754,2026-03-13,1328330.52,0.00
PAY-4906,INV-4998,2026-10-27,320835.16,
PAY-3615,INV-3676,2026-02-30,865604.52,0.00
PAY-3651,INV-3709,2025-10-27,50575.56,1648.08
PAY-3875,INV-3940,2026-03-25,42600.65,0.00
PAY-7112,INV-7233,2026-06-30,653815.95,59544.13
PAY-5590,INV-5694,2026-06-28,597651.17,10793.62
PAY-5533,INV-5639,2026-08-22,856673.99,0.00
PAY-5585,INV-5689,2026-04-24,1758538.32,0.00
PAY-4590,INV-4677,,1694579.26,0.00
PAY-7255,INV-7381,,1289137.73,0.00
PAY-5999,INV-6111,2026-12-05,1391380.21,0.00
PAY-2912,INV-2941,2026-07-15,1778945.81,0.00
PAY-1272,INV-1281,2026-02-21,486451.80,0.00
PAY-3822,INV-3885,2026-01-25,400158.35,0.00
PAY-1316,INV-1325,2025-08-11,842721.76,1830.17
PAY-6734,INV-6846,2025-10-13,76063.41,1200.74
PAY-4721,INV-4801,2026-10-07,527118.00,0.00
PAY-5396,INV-5503,2026-10-24,26956.00,0.00
PAY-6040,INV-6150,2026-08-27,1423772.11,11737.20
PAY-1085,INV-1087,2026-03-05,1133160.03,0.00
PAY-1094,INV-1096,2026-02-17,1589830.71,78723.21
PAY-7277,INV-7402,2026-09-13,1411567.21,0.00
PAY-2275,INV-2299,2026-03-16,434980.68,17052.47
PAY-7346,INV-7466,2026-09-01,830905.88,0.00
PAY-3235,INV-3297,2026-04-13,789155.76,0.00
PAY-1016,INV-1016,2026-06-07,1195608.05,0.00
PAY-5558,INV-5663,2025-10-30,733221.59,
PAY-5156,INV-5260,2026-02-23,949243.98,46476.01
PAY-6898,INV-7018,2025-09-09,326645.09,24647.62
PAY-4009,INV-4075,2025-11-29,1105678.29,10524.32
PAY-2513,INV-2527,2026-10-14,722151.49,0.00
PAY-7325,INV-7449,2025-07-02,1439546.21,-996.94
PAY-4301,INV-4379,2025-12-08,42490.83,0.00
PAY-6999,INV-7120,29-12-2025,169989.94,0.00
PAY-5845,INV-5958,2026-05-13,1198541.68,15731.52
PAY-1695,INV-1709,2025-06-09,352644.97,7012.42
PAY-6596,INV-6713,2025-06-25,417605.28,0.00
PAY-2466,INV-2480,2026-05-17,853778.41,0.00
PAY-2061,INV-2081,2026-04-03,77663.45,798.16
PAY-6747,INV-6861,2026-10-03,774999.94,48098.32
PAY-5841,INV-5954,2026-02-14,-770360.20,0.00
PAY-1906,INV-1928,2025-10-10,472341.07,21122.62
PAY-2869,INV-2895,2025-11-17,192350.87,0.00
PAY-3446,INV-3511,2025-09-16,513091.65,12020.33
PAY-6982,INV-7103,2025-09-02,715930.50,16679.52
PAY-5162,INV-5268,2026-10-29,524253.51,0.00
PAY-5953,INV-6065,2026-08-07,1837946.80,59380.63
PAY-2663,INV-2682,2026-08-24,1868007.14,89607.34
PAY-6681,INV-6798,2026-08-14,832228.97,0.00
PAY-4310,INV-4386,2026-01-18,1789923.77,0.00
PAY-5401,INV-5508,2026-06-30,1941467.42,0.00
PAY-5089,INV-5192,2025-07-10,175693.86,0.00
PAY-3560,INV-3618,,1032506.39,8620.53
PAY-1115,INV-1121,2025-12-04,754394.27,0.00
PAY-6588,INV-6706,2025-10-24,1981822.37,0.00
PAY-1535,INV-1539,2025-12-09,194934.09,0.00
PAY-6942,INV-7063,2026-04-14,1263192.91,9872.10
PAY-4658,INV-4746,31-05-2025,666344.96,0.00
PAY-1947,INV-1968,2026-11-18,1343549.25,26925.22
PAY-3774,INV-3838,2025-10-29,692317.75,0.00
PAY-3698,INV-3757,2025-10-29,1526706.01,0.00
PAY-3736,INV-3798,2026-06-06,155079.37,0.00
