invoice_id,client_id,invoice_amount,due_date
INV-7341,CLI-2500,230920.85,2025-07-27
INV-6542,CLI-2908,1581683.22,2026-06-04
INV-6378,CLI-2327,664620.02,2025-09-10
INV-1126,CLI-3903,501009.62,
INV-5770,CLI-0551,356455.56,2025-12-27
INV-5143,CLI-0147,1940763.61,2025-08-08
INV-5907,CLI-1212,1482913.08,2025-06-24
INV-7440,CLI-3241,-841449.71,2026-12-02
INV-1262,CLI-3658,948942.77,2026-01-07
INV-6322,CLI-0290,328978.99,2025-09-23
INV-2590,CLI-4695,1755047.12,2025-12-14
INV-1599,CLI-2800,544739.37,2026-08-10
INV-4406,CLI-0693,1513624.35,2026-04-28
INV-6429,CLI-0289,75895.78,2025-12-06
INV-4288,CLI-2402,N/A,2026-10-17
INV-3575,CLI-3661,528975.33,2026-01-04
INV-5622,CLI-0936,1680042.86,2026-04-14
INV-2344,CLI-2992,1992064.01,2025-06-19
INV-3079,CLI-0171,1267410.99,2026-02-21
INV-6478,CLI-2096,1487096.19,2025-12-22
INV-5763,CLI-3708,1459722.59,2026-08-05
INV-7461,CLI-2818,882101.70,2025-08-03
INV-2894,CLI-0155,32519.43,2026-11-18
INV-5745,CLI-1246,1785041.10,2026-10-31
INV-6630,CLI-0259,1023813.40,2026-12-12
INV-3890,CLI-0754,1602676.84,2025-06-18
INV-2670,CLI-1245,486399.29,2025-07-26
INV-1905,CLI-1752,991186.95,2026-08-07
INV-2434,CLI-1015,458524.62,2026-11-07
INV-2074,CLI-3598,467110.16,2025-11-06
INV-6063,CLI-2997,1982365.92,2026-12-18
INV-7121,CLI-4715,1748441.27,2025-12-23
INV-2520,CLI-0354,1130659.33,2025-07-01
INV-1734,CLI-3850,,2025-10-30
INV-4062,CLI-1180,"₹936,207.17",2026-07-05
INV-3467,CLI-1900,758596.54,2025-07-08
INV-1959,CLI-3875,874287.86,2026-06-09
INV-1857,CLI-1042,1694804.65,2025-06-24
INV-1721,CLI-4283,824719.36,2026-02-16
INV-2888,CLI-0891,1482190.80,2026-03-21
INV-2179,CLI-2850,330613.24,2025-10-03
INV-2178,CLI-1053,1428142.08,2026-10-19
INV-4374,CLI-3666,424735.24,2026-08-19
INV-5044,CLI-2339,775400.54,2025-11-12
INV-6114,CLI-3919,1295184.30,2026-04-10
INV-2165,CLI-1280,"₹384,651.30",2025-13-08
INV-2440,CLI-3490,723094.82,2026-09-27
INV-2267,CLI-4160,1039974.93,2025-12-27
INV-3541,CLI-3476,343384.04,2026-07-12
INV-1167,CLI-5434,1553747.32,2025-09-29
INV-2416,CLI-0680,1788899.12,2026-02-04
INV-5550,CLI-0179,1463681.84,2026-01-14
INV-2204,CLI-1220,479941.59,2026-08-07
INV-2359,CLI-0464,1921208.63,2026-07-13
INV-3696,CLI-0839,1282972.61,2026-11-15
INV-2369,CLI-3541,1150565.41,2025-11-27
INV-5779,CLI-3644,1577486.87,2026-08-06
INV-2427,CLI-0455,,22-12-2026
INV-5339,CLI-0306,372772.96,2026-11-29
INV-3857,CLI-0501,1215446.22,2026-09-16
INV-5460,CLI-4169,1530598.06,2026-03-28
INV-7205,CLI-2493,1898849.47,2026-04-23
INV-6202,CLI-1482,481298.35,2025-06-26
INV-7174,CLI-2815,123896.79,2025-08-17
INV-5354,CLI-4716,1698243.55,2026-01-11
INV-4142,CLI-1287,1413688.03,2025-13-08
INV-7364,CLI-1313,835318.34,2025-06-14
INV-1263,CLI-0573,1663536.13,2025-07-15
INV-5916,CLI-4100,1894616.41,2026-11-24
INV-6631,CLI-1795,948186.01,27-07-2025
INV-4162,CLI-3689,226964.83,2025-12-20
INV-6285,CLI-2156,1302409.79,2026-04-02
INV-1008,CLI-1570,371514.95,2025-08-05
INV-1887,CLI-4035,956401.85,2025-12-03
INV-1258,CLI-0418,1665376.19,2025-08-10
INV-4945,CLI-2013,511650.85,2026-03-24
INV-1502,CLI-4743,909955.32,2025-07-26
INV-5097,CLI-2862,1250023.05,2025-09-26
INV-6997,CLI-2836,1058551.00,2026-01-26
INV-6663,CLI-3571,363868.86,2026-06-29
INV-6640,CLI-4269,1307226.48,2026-09-26
INV-4435,CLI-5465,1246300.41,2025-12-09
INV-1482,CLI-0541,-964521.44,2026-06-29
INV-5821,CLI-2031,245769.88,2026-11-02
INV-2766,CLI-0469,494705.53,2025-12-13
INV-5929,CLI-0741,516098.74,2025-12-16
INV-3160,CLI-2067,526163.95,2026-09-22
INV-4217,CLI-4565,396249.06,2025-10-24
INV-5332,CLI-3588,1680486.07,14-01-2026
INV-5113,CLI-2669,134792.38,2026-09-04
INV-3452,CLI-3318,24210.05,2025-06-26
INV-1200,CLI-3688,1504911.75,2026-07-15
INV-6782,CLI-2379,273232.78,2025-08-29
INV-6993,CLI-4320,1492923.10,2026-03-09
INV-5714,CLI-0512,N/A,2026-07-29
INV-4376,CLI-5036,1668450.50,2026-01-28
INV-4694,CLI-2793,1371861.55,2025-09-09
INV-7410,CLI-3876,1684149.53,2026-09-09
INV-6541,CLI-3853,1845129.04,2026-10-28
INV-4653,CLI-3702,1058016.60,2025-07-18
INV-2425,CLI-0868,1478766.53,2025-11-11
INV-2781,CLI-3079,1027664.32,2026-02-23
INV-2701,CLI-0611,1419779.69,2026-06-26
INV-1803,CLI-3861,456737.99,2025-10-17
INV-1420,CLI-0977,525875.69,2025-08-17
INV-1523,CLI-3513,952334.39,2026-02-14
INV-2511,CLI-4245,1052681.68,2026-02-01
INV-2319,CLI-3111,1189460.12,2026-03-17
INV-2368,CLI-1159,420958.07,2026-10-05
INV-4800,CLI-3616,721208.96,2026-03-20
INV-2040,CLI-2753,1335083.36,2025-07-18
INV-1151,CLI-3990,1754099.80,2026-02-23
INV-2955,CLI-4064,1696685.66,2026-10-28
INV-3295,CLI-2931,806680.99,2026-11-04
INV-2599,CLI-3741,1052973.68,2026-10-24
INV-6904,CLI-3490,-1736314.03,2025-06-01
INV-7383,CLI-3052,83861.86,2026-03-07
INV-6911,CLI-1004,1615675.54,2026-08-08
INV-6005,CLI-3903,1396410.91,2026-01-20
INV-4350,CLI-4102,1276068.06,2025-07-11
INV-2726,CLI-0035,238792.26,2026-04-17
INV-5053,CLI-0029,691648.34,03-04-2026
INV-3111,CLI-2168,1754569.16,2025-06-26
INV-4102,CLI-0506,1614564.60,2026-09-07
INV-5416,CLI-3255,1318744.34,2026-08-16
INV-3376,CLI-2436,1885177.08,2025-09-16
INV-1696,CLI-1099,N/A,
INV-1625,CLI-1593,47587.65,2025-09-11
INV-4366,CLI-3592,859798.80,2025-12-24
INV-4250,CLI-2758,51340.35,26-06-2026
INV-1780,CLI-4888,963478.94,2025-12-17
INV-2433,CLI-4343,1079942.57,21-05-2026
INV-6059,CLI-0355,325611.91,2026-12-04
INV-4021,CLI-4185,1070612.34,2026-07-09
INV-5948,CLI-0368,N/A,2025-10-27
INV-3220,CLI-2337,1728806.66,2026-04-26
INV-4069,CLI-4120,153690.78,03-07-2026
INV-5364,CLI-1091,1750142.66,2026-10-06
INV-2601,CLI-3223,1440146.72,2026-10-06
INV-2517,CLI-4148,1213920.18,2026-08-11
INV-3923,CLI-1734,419657.09,2025-06-24
INV-6499,CLI-0581,1753446.74,2026-03-01
INV-3847,CLI-2529,409332.45,2026-06-03
INV-5636,CLI-1771,445953.35,2026-04-30
INV-2395,CLI-1806,"₹153,245.72",
INV-1471,CLI-1836,1331223.02,2026-05-14
INV-7235,CLI-3675,285671.20,2025-06-17
INV-3411,CLI-3837,301085.07,2026-03-05
INV-4534,CLI-0523,1283731.44,2026-03-13
INV-6638,CLI-3331,686157.11,2025-08-30
INV-5118,CLI-4806,655114.36,2026-12-06
INV-5906,CLI-2755,1310971.19,2026-07-17
INV-5939,CLI-1853,303523.17,2026-09-13
INV-5912,CLI-0214,1657919.05,2025-11-28
INV-3640,CLI-4140,50138.64,2026-10-12
INV-4841,CLI-0231,1149470.29,2026-09-22
INV-6432,CLI-0497,478167.84,2026-03-13
INV-3940,CLI-4469,98983.76,2026-04-03
INV-7111,CLI-2340,1612554.77,2025-06-28
INV-1490,CLI-2448,664994.25,2025-07-30
INV-2755,CLI-1600,1520136.14,2026-10-12
INV-2289,CLI-0281,1244689.64,2026-10-02
INV-7153,CLI-3341,,2025-11-30
INV-7155,CLI-4852,1255831.09,
INV-5024,CLI-0403,73904.30,2025-09-15
INV-1505,CLI-3786,1537978.75,2025-11-12
INV-6294,CLI-0445,714101.49,2026-11-21
INV-2688,CLI-4351,1482920.09,2026-12-03
INV-3668,CLI-2376,1238164.24,2026-06-25
INV-5578,CLI-3701,734075.57,2025-10-22
INV-4668,CLI-4170,756721.39,
INV-1289,CLI-0343,1572353.91,2026-01-21
INV-1015,CLI-3870,1520879.28,2025-10-29
INV-2424,CLI-3400,1514958.26,2026-10-17
INV-5213,CLI-1084,427065.62,2026-05-27
INV-5147,CLI-3742,1634294.82,2026-01-09
INV-1172,CLI-4421,1570038.45,2025-06-01
INV-2659,CLI-4438,316329.41,2025-08-30
INV-3504,CLI-1327,1392297.28,2026-06-06
INV-1432,CLI-2182,878352.51,2026-05-25
INV-4878,CLI-5457,780793.99,
INV-4723,CLI-1606,1302001.17,2026-07-19
INV-1528,CLI-3452,832093.07,2026-04-05
INV-4090,CLI-1820,-142844.10,2026-08-13
INV-7232,CLI-3314,-1873224.58,2025-11-25
INV-5249,CLI-5054,206146.47,2026-12-17
INV-6016,CLI-2938,1334224.40,2025-11-19
INV-6091,CLI-3003,1168738.22,2026-07-24
INV-6281,CLI-4674,684440.15,2026-04-19
INV-4015,CLI-1202,1319132.93,2025-07-27
INV-1269,CLI-2060,383231.56,2026-02-13
INV-1461,CLI-2265,1283614.98,2026-09-25
INV-4821,CLI-3358,1616503.42,2025-09-13
INV-7268,CLI-1326,602296.99,2026-12-18
INV-6441,CLI-3783,191712.49,2026-10-11
INV-6325,CLI-0405,694497.18,2026-12-09
INV-2916,CLI-2056,,2025-08-12
INV-7101,CLI-3228,1999230.19,2026-10-28
INV-7057,CLI-1468,1009896.88,2026-07-03
INV-7412,CLI-2568,938286.54,2026-02-05
INV-1025,CLI-4177,1617933.19,2025-08-26
INV-5043,CLI-4997,1078828.27,2025-08-19
INV-4416,CLI-3573,680743.24,2026-01-04
INV-7186,CLI-2523,955564.93,2025-06-14
INV-2432,CLI-2135,1532677.97,2026-07-20
INV-1223,CLI-3540,1946886.72,2026-02-09
INV-2337,CLI-1726,230881.75,2026-08-20
INV-1030,CLI-4419,1276932.33,2026-01-31
INV-4776,CLI-1464,1671024.74,2025-07-14
INV-5901,CLI-0649,1835647.66,2026-09-26
INV-5848,CLI-4159,1186352.92,2026-03-14
INV-6576,CLI-4614,807255.91,2026-01-31
INV-4739,CLI-2778,278809.53,2026-09-15
INV-7086,CLI-3296,1973588.62,
INV-5891,CLI-4342,406204.13,2025-11-27
INV-1382,CLI-1019,204097.89,2026-03-08
INV-5978,CLI-3809,900389.97,2026-05-20
INV-6889,CLI-4615,1465334.10,
INV-1165,CLI-3540,1800370.45,2025-10-21
INV-1922,CLI-1066,779065.37,2026-05-09
INV-4712,CLI-4990,456026.04,11-03-2026
INV-7210,CLI-4432,945733.41,2026-09-16
INV-4372,CLI-3520,1110061.76,2026-01-02
INV-2256,CLI-4316,1950015.34,2026-12-28
INV-1042,CLI-0257,1481833.05,2026-09-10
INV-3910,CLI-2714,N/A,2025-06-28
INV-2364,CLI-1442,691815.62,10-09-2025
INV-1967,CLI-4087,535834.85,2026-03-11
INV-6887,CLI-2106,1399287.22,2026-05-20
INV-5241,CLI-3355,374648.31,2026-05-25
INV-6370,CLI-1899,,2025-12-16
INV-6720,CLI-1939,1881987.88,2026-11-07
INV-2948,CLI-4815,1113005.59,2025-08-13
INV-1987,CLI-3988,904539.19,2026-07-25
INV-3272,CLI-4764,1837904.24,2025-09-20
INV-5604,CLI-4014,210159.48,2026-11-14
INV-4415,CLI-1285,1730576.00,2026-02-20
INV-7397,CLI-0045,729740.53,2026-07-05
INV-3871,CLI-2228,241095.34,2025-08-04
INV-4388,CLI-3178,239110.60,2026-01-28
INV-1677,CLI-4393,630888.94,2026-03-27
INV-5168,CLI-1230,1641886.54,2026-07-30
INV-6381,CLI-0086,60659.47,2026-04-29
INV-6277,CLI-2584,988580.96,04-01-2026
INV-2353,CLI-5291,952231.34,2026-05-01
INV-2410,CLI-4519,1235078.19,2025-11-09
INV-4197,CLI-4148,1744800.65,2025-08-04
INV-4496,CLI-3119,507579.95,2025-09-29
INV-3180,CLI-4929,13967.01,2025-09-07
INV-4963,CLI-2542,855426.29,2025-09-10
INV-5597,CLI-3961,1958973.46,2025-06-06
INV-3107,CLI-0681,1667747.82,2025-06-22
INV-4134,CLI-3130,1832207.83,2026-08-21
INV-3379,CLI-0585,1465270.93,2026-03-28
INV-4823,CLI-2743,742335.97,2025-11-16
INV-3233,CLI-0303,1433652.97,2026-08-02
INV-3108,CLI-4784,1677569.03,2026-01-09
INV-6805,CLI-4890,1155752.94,2026-11-15
INV-5769,CLI-2061,1548380.34,2026-08-28
INV-7171,CLI-0656,138338.04,2026-09-16
INV-3744,CLI-0286,N/A,2026-06-25
INV-1028,CLI-0329,499710.25,2025-09-18
INV-4346,CLI-0009,1333386.25,
INV-3198,CLI-1040,911414.25,2025-10-16
INV-6829,CLI-2603,1594561.85,09-12-2026
INV-6303,CLI-3063,1486160.11,2026-10-18
INV-4442,CLI-3082,868366.81,2025-07-27
INV-1283,CLI-5480,1712063.01,2026-11-24
INV-6629,CLI-4159,503606.47,2026-07-24
INV-6206,CLI-3136,1431006.79,2026-03-31
INV-7408,CLI-3737,759210.35,2026-04-06
INV-6906,CLI-5017,30336.94,2026-06-09
INV-3943,CLI-1166,,2026-05-05
INV-6203,CLI-0535,1701040.22,2025-06-15
INV-5958,CLI-3345,1214273.20,2026-05-23
INV-7105,CLI-2310,896006.02,2026-11-18
INV-3994,CLI-4603,200696.86,2026-02-17
INV-2687,CLI-1255,515650.56,2026-01-08
INV-7348,CLI-3385,1614319.40,2026-12-09
INV-1560,CLI-2489,N/A,2026-11-02
INV-5227,CLI-2971,822021.77,2026-05-26
INV-3751,CLI-3255,24170.80,2026-12-03
INV-2985,CLI-3979,913586.32,2026-06-24
INV-6028,CLI-4942,1565442.24,2026-10-18
INV-2940,CLI-4155,548355.75,2026-01-13
INV-1215,CLI-0648,221445.97,2025-09-23
INV-4587,CLI-0340,1116663.18,2026-12-11
INV-2631,CLI-2969,907486.39,2025-11-05
INV-5789,CLI-2191,30499.57,2026-11-26
INV-4064,CLI-3014,,2025-07-05
INV-2795,CLI-5062,154947.38,2026-09-03
INV-2401,CLI-0651,65549.23,2025-09-25
INV-4985,CLI-0124,1966357.03,2025-11-08
INV-4042,CLI-4929,1242607.80,2025-12-03
INV-4067,CLI-2213,1715940.53,2026-09-05
INV-6808,CLI-1535,989364.09,2026-12-03
INV-6455,CLI-1127,"₹1,608,537.31",2025-12-31
INV-1852,CLI-4023,1701988.54,2026-11-07
INV-6837,CLI-2456,538392.96,2025-10-03
INV-2496,CLI-4684,1787112.59,2026-02-27
INV-2404,CLI-3778,554087.81,2025-12-13
INV-2380,CLI-2352,1773796.65,2026-11-25
INV-7083,CLI-4830,1577886.43,2026-11-24
INV-2749,CLI-3111,1703111.98,2026-12-10
INV-4053,CLI-1109,171703.72,2025-11-19
INV-4489,CLI-3337,686390.07,2026-10-10
INV-2600,CLI-0441,593395.39,2026-09-27
INV-1758,CLI-1324,1611208.08,2026-10-28
INV-2840,CLI-2435,886696.23,2025-11-02
INV-1664,CLI-1007,1594068.35,2025-11-06
INV-3738,CLI-1533,531572.65,2026-12-16
INV-5739,CLI-3417,255048.49,2025-06-21
INV-5677,CLI-4246,1591716.66,2026-11-29
INV-3309,CLI-1984,683063.04,2025-08-20
INV-2850,CLI-4450,331450.57,2026-08-08
INV-1725,CLI-2741,1171179.96,2026-04-19
INV-3920,CLI-4895,910495.31,2026-05-16
INV-2078,CLI-2532,-979123.61,08-06-2026
INV-6891,CLI-1496,N/A,2026-01-02
INV-6049,CLI-1333,1178831.12,2025-06-20
INV-2912,CLI-2041,73185.71,2025-11-27
INV-2718,CLI-3836,841593.10,2025-09-11
INV-3147,CLI-4277,434853.63,2025-12-22
INV-4613,CLI-1476,1538445.48,2025-12-21
INV-1855,CLI-2218,706660.68,2026-11-24
INV-5654,CLI-0172,N/A,06-03-2026
INV-5648,CLI-3671,1050724.09,2026-08-22
INV-3656,CLI-2559,1252114.39,2026-10-16
INV-5849,CLI-4794,411043.24,2026-07-06
INV-6647,CLI-3698,,2025-09-08
INV-4933,CLI-3148,808841.63,2025-09-11
INV-7145,CLI-3784,1933735.61,2025-07-12
INV-3494,CLI-0376,1642456.52,31-05-2026
INV-2815,CLI-2541,863896.62,2026-02-02
INV-4135,CLI-0531,84133.90,2025-09-21
INV-4323,CLI-0988,692174.14,2025-12-20
INV-2388,CLI-3233,1908567.63,2026-09-16
INV-5842,CLI-1689,1612496.56,2026-02-19
INV-1369,CLI-4874,1963892.24,2026-02-04
INV-2251,CLI-4725,561444.23,2026-11-20
INV-5859,CLI-3625,1464041.52,2026-07-02
INV-1408,CLI-3764,69148.28,2026-03-10
INV-6588,CLI-2720,1094659.03,2025-12-04
INV-2618,CLI-0585,369063.85,2026-04-12
INV-5690,CLI-1551,1730714.67,2026-11-30
INV-6935,CLI-1337,1854507.65,2025-12-17
INV-6954,CLI-3325,1273676.81,
INV-7339,CLI-1885,1579583.43,2026-01-18
INV-6980,CLI-2067,743243.85,2026-04-14
INV-7100,CLI-4091,877094.71,2025-07-02
INV-1273,CLI-3617,798957.05,2026-10-26
INV-6222,CLI-4867,1185254.38,2026-04-04
INV-7195,CLI-2859,471878.43,2026-07-05
INV-6269,CLI-2686,271339.75,
INV-3446,CLI-2663,1885285.81,2026-04-20
INV-3010,CLI-3232,1629872.57,2025-09-03
INV-1917,CLI-1053,1240217.63,11-11-2026
INV-3992,CLI-0444,613947.78,2026-11-14
INV-2286,CLI-2691,1669783.61,2025-06-25
INV-6390,CLI-4480,1072249.30,2025-09-30
INV-7498,CLI-4903,1492788.80,2026-12-10
INV-4433,CLI-4519,140584.15,
INV-7165,CLI-2003,1835088.30,2026-10-05
INV-2310,CLI-0731,1975542.12,2025-09-23
INV-3026,CLI-1090,1613262.98,2025-06-15
INV-6445,CLI-1286,1601933.14,2026-03-04
INV-4463,CLI-2729,910843.06,18-09-2025
INV-3692,CLI-0623,817199.82,2026-11-21
INV-4238,CLI-3026,1480708.21,2026-12-16
INV-3416,CLI-2912,"₹911,538.39",2025-11-30
INV-2302,CLI-3551,721904.32,2026-11-14
INV-2838,CLI-4999,54485.36,2026-11-16
INV-6724,CLI-1212,705488.18,2026-04-19
INV-5940,CLI-3881,1621559.42,2026-07-14
INV-4612,CLI-1931,938084.68,2026-10-04
INV-3395,CLI-0296,996071.63,2026-10-25
INV-6184,CLI-2140,504279.21,2026-05-10
INV-2454,CLI-2829,1188052.15,2026-03-02
INV-6698,CLI-1981,1768379.96,2025-10-26
INV-1493,CLI-3128,1250402.50,2026-04-19
INV-4361,CLI-2120,156670.01,2025-11-15
INV-3660,CLI-0927,425812.94,2026-03-16
INV-2189,CLI-1002,1300810.55,2025-09-01
INV-6252,CLI-0032,221678.88,2025-10-18
INV-2884,CLI-2051,1459128.18,2026-01-07
INV-6176,CLI-4818,927994.41,2026-12-06
INV-5465,CLI-0582,1453416.08,2026-04-26
INV-6929,CLI-1669,1704647.30,2025-12-25
INV-6687,CLI-0509,183206.17,29-04-2026
INV-1671,CLI-3296,453192.69,2025-12-25
INV-3491,CLI-4162,421426.92,2026-10-22
INV-4479,CLI-1636,159078.91,2025-12-19
INV-7424,CLI-3036,680359.69,2026-08-14
INV-5950,CLI-4213,822270.59,2025-06-17
INV-4061,CLI-0396,110018.69,
INV-1418,CLI-4328,1764894.11,2026-06-19
INV-5756,CLI-4446,283094.93,2026-05-05
INV-7322,CLI-0684,1438065.25,2025-10-25
INV-6596,CLI-1423,1362704.07,2026-01-21
INV-5964,CLI-0071,543703.79,2026-01-04
INV-1109,CLI-0194,326995.78,2025-12-31
INV-1642,CLI-4246,1066028.06,2026-04-27
INV-6506,CLI-4906,797558.41,2026-09-16
INV-3811,CLI-1698,1473414.11,2026-04-27
INV-2891,CLI-2652,1863821.74,2026-08-02
INV-2132,CLI-4768,995356.69,2025-06-19
INV-6959,CLI-4342,1418287.87,2026-02-15
INV-4584,CLI-3298,1469448.42,25-03-2026
INV-5659,CLI-4108,1133593.20,
INV-6140,CLI-5323,41967.32,2026-13-16
INV-5357,CLI-0150,1985211.14,2025-12-18
INV-4796,CLI-3394,290355.77,2026-09-27
INV-1147,CLI-3223,260232.44,2025-11-30
INV-6302,CLI-1617,623248.92,2025-10-06
INV-1246,CLI-2839,103294.19,2026-03-14
INV-1972,CLI-2773,1088158.51,
INV-5322,CLI-1570,258173.44,2026-10-28
INV-1421,CLI-2278,962813.48,2025-11-29
INV-4307,CLI-0444,1862387.62,2025-11-29
INV-3899,CLI-2040,1185707.81,2026-07-07
INV-7382,CLI-1249,396117.10,2025-10-09
INV-7355,CLI-3247,"₹386,279.65",2025-10-07
INV-1645,CLI-3546,955264.86,2026-02-11
INV-4273,CLI-3031,129905.73,2026-11-14
INV-1728,CLI-4654,218906.99,2025-08-13
INV-6628,CLI-1225,1114537.37,2025-06-14
INV-5872,CLI-2139,915970.39,2025-11-15
INV-2338,CLI-0127,1064239.90,2026-05-30
INV-5048,CLI-3546,403903.40,2026-12-22
INV-5986,CLI-2872,35685.08,2026-04-02
INV-5230,CLI-2144,646284.06,
INV-1171,CLI-2499,367349.24,
INV-5937,CLI-0693,1418018.28,2026-02-12
INV-2373,CLI-0559,1981882.98,2026-12-08
INV-2820,CLI-0778,753728.03,2026-05-23
INV-1350,CLI-2870,377869.98,2026-09-05
INV-6304,CLI-4711,84648.93,2026-06-03
INV-3580,CLI-4881,1761231.56,2025-07-12
INV-2131,CLI-3704,151011.81,2025-10-22
INV-4956,CLI-0232,1504573.08,01-09-2025
INV-3691,CLI-3255,1572703.85,2026-09-13
INV-1756,CLI-0166,590209.19,2025-09-21
INV-5270,CLI-3282,1221702.17,2025-11-12
INV-3574,CLI-1149,1513913.11,2025-08-31
INV-3385,CLI-3171,833436.17,2026-08-15
INV-2067,CLI-0084,1376412.38,2026-06-21
INV-6464,CLI-1804,1455786.47,25-10-2025
INV-1562,CLI-0084,389026.88,2026-10-17
INV-3861,CLI-0272,1161688.88,2026-09-17
INV-2039,CLI-1013,849652.62,2025-11-13
INV-5707,CLI-3871,1413275.35,2025-13-20
INV-4767,CLI-4727,"₹405,798.49",2026-09-16
INV-3934,CLI-4781,719413.49,2026-04-28
INV-2170,CLI-1907,1277186.90,2025-11-09
INV-5426,CLI-2843,1269481.46,06-01-2026
INV-3284,CLI-1235,193802.57,2025-08-30
INV-5918,CLI-4483,231745.88,2025-10-10
INV-1465,CLI-4833,189013.72,2025-07-30
INV-2167,CLI-2049,97171.34,2025-09-21
INV-4141,CLI-2470,1574453.32,05-07-2026
INV-5835,CLI-1479,1536202.35,2026-09-02
INV-2591,CLI-4501,1077281.91,2026-10-24
INV-1894,CLI-4816,1544857.06,2026-02-08
INV-1810,CLI-0263,1907374.79,2026-09-07
INV-3422,CLI-0164,1111580.25,2025-06-02
INV-3970,CLI-3628,1657656.05,
INV-3682,CLI-4226,804296.92,2025-12-04
INV-6151,CLI-0703,1704876.41,2025-11-29
INV-1549,CLI-2441,1760345.71,2025-07-07
INV-4275,CLI-0899,914243.70,2026-09-24
INV-4791,CLI-2625,391799.05,2025-06-30
INV-1627,CLI-3668,1412759.71,2025-12-02
INV-6278,CLI-3643,935371.28,2026-10-23
INV-6886,CLI-2935,N/A,2026-06-09
INV-1485,CLI-0131,1262770.03,2025-12-21
INV-6661,CLI-4059,1679087.32,2026-01-01
INV-2254,CLI-4291,"₹1,506,455.03",2026-09-29
INV-7305,CLI-0202,589329.78,2026-01-30
INV-2479,CLI-1037,979703.87,2026-11-25
INV-5399,CLI-3766,1844765.80,
INV-7241,CLI-4842,1378955.83,2026-07-25
INV-2519,CLI-4545,1550385.61,2025-10-29
INV-1327,CLI-4997,1104313.53,2025-06-03
INV-5391,CLI-3858,1083153.52,2025-09-28
INV-5845,CLI-4073,566299.65,2026-02-26
INV-7028,CLI-3708,,2025-09-30
INV-1377,CLI-4430,706529.22,2026-08-25
INV-6546,CLI-1447,1214198.29,2026-07-28
INV-5328,CLI-0229,1430264.23,2026-02-26
INV-3676,CLI-0610,865604.52,2026-07-21
INV-2149,CLI-2551,725210.10,02-03-2026
INV-3073,CLI-2617,1359434.86,
INV-7213,CLI-0399,1632236.35,
INV-6727,CLI-2000,987831.06,2025-12-29
INV-1017,CLI-3784,298065.53,2026-10-11
INV-6260,CLI-3171,75978.76,2026-10-12
INV-6368,CLI-3596,719401.50,2026-03-10
INV-4086,CLI-0355,723243.26,2026-08-12
INV-1795,CLI-0001,384170.84,2026-05-01
INV-2773,CLI-1674,1409460.91,2025-06-27
INV-3307,CLI-0525,1150436.84,2025-07-09
INV-7200,CLI-2438,1929906.50,2025-09-10
INV-4951,CLI-3164,1325985.83,2025-08-28
INV-4322,CLI-3310,1502483.21,2026-03-15
INV-2975,CLI-2131,670620.40,2025-10-20
INV-2692,CLI-0948,1625763.03,2025-12-17
INV-3175,CLI-3789,1729414.92,2025-08-21
INV-1394,CLI-1558,433845.84,2026-05-14
INV-3415,CLI-2937,171072.70,2026-01-11
INV-2128,CLI-4958,267995.84,2026-05-11
INV-3064,CLI-3151,1594332.51,2026-08-28
INV-7093,CLI-3858,1593289.91,2026-11-01
INV-1703,CLI-4226,752850.64,2025-11-20
INV-7073,CLI-0312,850565.34,2026-05-25
INV-4693,CLI-4948,1299521.84,2026-05-13
INV-5386,CLI-4375,1909097.46,2026-10-30
INV-2825,CLI-1307,1325443.81,2026-11-10
INV-5385,CLI-0500,1229440.82,2026-12-04
INV-2264,CLI-2050,1151851.48,2026-07-11
INV-5496,CLI-4015,577005.02,2025-07-01
INV-2116,CLI-1994,608302.08,2025-12-30
INV-1475,CLI-1653,1353051.29,2026-10-07
INV-2821,CLI-4948,18896.78,2025-06-17
INV-7081,CLI-3871,1684659.06,2026-12-12
INV-3949,CLI-3861,1261940.22,2026-04-19
INV-3093,CLI-3140,1753178.10,02-03-2026
INV-1618,CLI-4731,568960.82,2025-12-03
INV-5920,CLI-0857,451025.38,2026-08-07
INV-1355,CLI-3837,1590357.66,2026-12-02
INV-3882,CLI-1638,1585006.09,2026-13-25
INV-3653,CLI-4641,,2025-11-13
INV-3611,CLI-4132,1701736.83,2026-06-23
INV-5624,CLI-1556,985745.97,2026-04-19
INV-4283,CLI-4179,1088885.14,2026-10-15
INV-4158,CLI-0341,517751.86,2026-10-18
INV-3315,CLI-1078,,2025-07-28
INV-2973,CLI-4240,1114168.65,2026-03-23
INV-6047,CLI-3869,1082407.92,2026-05-05
INV-6854,CLI-5462,1191200.81,2025-09-14
INV-3267,CLI-4355,1506237.26,2026-04-06
INV-5467,CLI-3137,327901.94,2026-07-16
INV-4877,CLI-3880,703195.54,09-12-2025
INV-4203,CLI-1463,378335.45,2026-03-22
INV-6351,CLI-5118,395439.20,2025-07-18
INV-5898,CLI-4811,1901154.01,2026-09-14
INV-3199,CLI-4869,619965.83,2025-11-06
INV-2488,CLI-2700,318217.17,2026-09-23
INV-2103,CLI-1736,979982.15,2025-09-16
INV-4742,CLI-4232,1482155.02,2025-12-13
INV-6818,CLI-3129,934793.53,2026-11-17
INV-5430,CLI-2756,1235908.68,2025-09-29
INV-2157,CLI-1860,,2026-10-26
INV-7030,CLI-3465,440138.76,2025-07-03
INV-2694,CLI-2684,766806.70,2026-11-17
